text,label,rationale,tokens
వామ్మూ... ఎమ్ అన్నా యాక్షన్ ఆ... ఈ యాక్షన్ మూవీ లో చాలా విజయవంతమైంది.,0,,"['వామ్మూ...', 'ఎమ్', 'అన్నా', 'యాక్షన్', 'ఆ...', 'ఈ', 'యాక్షన్', 'మూవీ', 'లో', 'చాలా', 'విజయవంతమైంది.']"
ఐ లవ్ యు రాకుల్ ధీరమ్ గా ఉండు,0,,"['ఐ', 'లవ్', 'యు', 'రాకుల్', 'ధీరమ్', 'గా', 'ఉండు']"
కెటిఆర్ కుడా విలేకరుల సమావేశం పాధే బగున్తాడి,0,,"['కెటిఆర్', 'కుడా', 'విలేకరుల', 'సమావేశం', 'పాధే', 'బగున్తాడి']"
"దర్శకుడు రాసిన సాహిత్యంలో ఎంత జ్ఞానం, నైపుణ్యాలు, జ్ఞానం మొదలైనవి ఉన్నాయి?",0,,"['దర్శకుడు', 'రాసిన', 'సాహిత్యంలో', 'ఎంత', 'జ్ఞానం,', 'నైపుణ్యాలు,', 'జ్ఞానం', 'మొదలైనవి', 'ఉన్నాయి?']"
"మీకు నిజంగా ప్రేక్షకులు తెలియదు... మీకు సంస్కృతి తెలియదు, మీకు సంస్కృతి తెలియదు, మీకు సంస్కృతి తెలియదు.",0,,"['మీకు', 'నిజంగా', 'ప్రేక్షకులు', 'తెలియదు...', 'మీకు', 'సంస్కృతి', 'తెలియదు,', 'మీకు', 'సంస్కృతి', 'తెలియదు,', 'మీకు', 'సంస్కృతి', 'తెలియదు.']"
"ప్రియమైన శ్రీదేవి, చాలా ధన్యవాదాలు.",0,,"['ప్రియమైన', 'శ్రీదేవి,', 'చాలా', 'ధన్యవాదాలు.']"
ఎందుకంటే ఒక పాత్ర చేస్తే దర్శకుడి విలువ పోతుంది.,0,,"['ఎందుకంటే', 'ఒక', 'పాత్ర', 'చేస్తే', 'దర్శకుడి', 'విలువ', 'పోతుంది.']"
నాగ్ అప్లికేషన్ ఫెసిలిటీకి ఒకే ఒక లింక్ ఉంది.,0,,"['నాగ్', 'అప్లికేషన్', 'ఫెసిలిటీకి', 'ఒకే', 'ఒక', 'లింక్', 'ఉంది.']"
"మీరు అదే పని చేస్తే, దిశ ఎరుపు రంగులో ఉందని మీరు చూస్తారు.",0,,"['మీరు', 'అదే', 'పని', 'చేస్తే,', 'దిశ', 'ఎరుపు', 'రంగులో', 'ఉందని', 'మీరు', 'చూస్తారు.']"
"చాలా చక్కగా వ్రాసి, తెలుగులో కూడా వ్రాసారు, చాలా ధన్యవాదాలు.",0,,"['చాలా', 'చక్కగా', 'వ్రాసి,', 'తెలుగులో', 'కూడా', 'వ్రాసారు,', 'చాలా', 'ధన్యవాదాలు.']"
ఉపాధ్యాయుడిలా సూపర్ గా చెప్పారు మంచి జ్ఞానం,0,,"['ఉపాధ్యాయుడిలా', 'సూపర్', 'గా', 'చెప్పారు', 'మంచి', 'జ్ఞానం']"
చలా బాగా చేప్పారు శ్రీ రెడ్డి గారు ప్లీజ్ కంటిన్యూ మరియు ఆల్ ది బెస్ట్,0,,"['చలా', 'బాగా', 'చేప్పారు', 'శ్రీ', 'రెడ్డి', 'గారు', 'ప్లీజ్', 'కంటిన్యూ', 'మరియు', 'ఆల్', 'ది', 'బెస్ట్']"
"మీరు ట్యాప్ గోడను ఉపయోగిస్తే, అది చాలా బాగుంటుంది!",0,,"['మీరు', 'ట్యాప్', 'గోడను', 'ఉపయోగిస్తే,', 'అది', 'చాలా', 'బాగుంటుంది!']"
"సాంస్కృతిక వైవిధ్యం లేకపోవడం వల్ల ప్రజా జీవితంలో ఉన్న ఈ ఇద్దరు వ్యక్తులు ఒకరినొకరు చాలా గౌరవిస్తారు మరియు ఒకరినొకరు చాలా గౌరవిస్తారు మరియు ఒకరినొకరు చాలా గౌరవిస్తారు, ఒకరినొకరు చాలా గౌరవిస్తారు మరియు ఒకరినొకరు చాలా గౌరవిస్తారు మరియు ఒకరినొకరు చాలా గౌరవిస్తారు.",0,,"['సాంస్కృతిక', 'వైవిధ్యం', 'లేకపోవడం', 'వల్ల', 'ప్రజా', 'జీవితంలో', 'ఉన్న', 'ఈ', 'ఇద్దరు', 'వ్యక్తులు', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు', 'మరియు', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు', 'మరియు', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు,', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు', 'మరియు', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు', 'మరియు', 'ఒకరినొకరు', 'చాలా', 'గౌరవిస్తారు.']"
"దేశంలోని పరిస్థితి గురించి మేము మీకు చెప్పాలనుకుంటున్నాము, కానీ అదే పరిస్థితి తలెత్తుతుందని మేము అనుకోవడం లేదు.",0,,"['దేశంలోని', 'పరిస్థితి', 'గురించి', 'మేము', 'మీకు', 'చెప్పాలనుకుంటున్నాము,', 'కానీ', 'అదే', 'పరిస్థితి', 'తలెత్తుతుందని', 'మేము', 'అనుకోవడం', 'లేదు.']"
"దేశ ప్రజలు, రాష్ట్ర ప్రజలు, మీరు మరియు దేశ ప్రజలు కలిసి పనిచేయడానికి ఉద్దేశపూర్వకంగా ఎంచుకున్నారు.",0,,"['దేశ', 'ప్రజలు,', 'రాష్ట్ర', 'ప్రజలు,', 'మీరు', 'మరియు', 'దేశ', 'ప్రజలు', 'కలిసి', 'పనిచేయడానికి', 'ఉద్దేశపూర్వకంగా', 'ఎంచుకున్నారు.']"
ఎందుకు అంతగా మాట్లాడటం లేదు?,0,,"['ఎందుకు', 'అంతగా', 'మాట్లాడటం', 'లేదు?']"
"ఇప్పుడు, నేను ఒక కాన్సెప్ట్ చేస్తున్నాను... నాకు చెప్పండి... మా అభిమానులకు...",0,,"['ఇప్పుడు,', 'నేను', 'ఒక', 'కాన్సెప్ట్', 'చేస్తున్నాను...', 'నాకు', 'చెప్పండి...', 'మా', 'అభిమానులకు...']"
ఓటు వేసేతప్పుడు జాగరణ అలోచించి నిజాయతి పారులకి ఓటు వేయాలి లెకాపోతే ఇళగే ఉంధి,0,,"['ఓటు', 'వేసేతప్పుడు', 'జాగరణ', 'అలోచించి', 'నిజాయతి', 'పారులకి', 'ఓటు', 'వేయాలి', 'లెకాపోతే', 'ఇళగే', 'ఉంధి']"
"అప్పుడు ఈ పాయింట్లను పోలీస్ లు అమి చెస్టారో మైనర్ ఆయేటే మరియు మేజర్ ఆయేటే, ఆపై ఆటగాళ్లకు శిక్ష అని పిలుస్తారని పోలీసులకు చెప్పండి.",0,,"['అప్పుడు', 'ఈ', 'పాయింట్లను', 'పోలీస్', 'లు', 'అమి', 'చెస్టారో', 'మైనర్', 'ఆయేటే', 'మరియు', 'మేజర్', 'ఆయేటే,', 'ఆపై', 'ఆటగాళ్లకు', 'శిక్ష', 'అని', 'పిలుస్తారని', 'పోలీసులకు', 'చెప్పండి.']"
చెప్టున్న ఒక వారం తక్కువ కేసు క్లోజ్ చెస్టారు అమ్మాయి కు జస్టిస్ గరగాడు అడే పేద ప్రజలు అస్థిరమైన ఎన్కౌంటర్ చెసిండేవల్లులో నిర్ధారించండి,0,,"['చెప్టున్న', 'ఒక', 'వారం', 'తక్కువ', 'కేసు', 'క్లోజ్', 'చెస్టారు', 'అమ్మాయి', 'కు', 'జస్టిస్', 'గరగాడు', 'అడే', 'పేద', 'ప్రజలు', 'అస్థిరమైన', 'ఎన్కౌంటర్', 'చెసిండేవల్లులో', 'నిర్ధారించండి']"
"సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్, సర్",0,,"['సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్,', 'సర్']"
"మేజర్ మైనర్ అని అలోచిన్చి క్రైమ్ చెసరా? ప్రతి నేరాన్ని తప్పక శిక్షించాలి, మైనర్ ముస్గులో మ్లా కోడ్కుని టాపిన్చెలా ఉనారు ఎ6 ఇచి",0,,"['మేజర్', 'మైనర్', 'అని', 'అలోచిన్చి', 'క్రైమ్', 'చెసరా?', 'ప్రతి', 'నేరాన్ని', 'తప్పక', 'శిక్షించాలి,', 'మైనర్', 'ముస్గులో', 'మ్లా', 'కోడ్కుని', 'టాపిన్చెలా', 'ఉనారు', 'ఎ6', 'ఇచి']"
సిసి లో ఉన్నది ఆడి కారు మరియు 2 వ కారు కి బంపర్ లెధు కాని ఇద్దు ఉన్నది ఆడి కారు బెంజ్ అయింది,0,,"['సిసి', 'లో', 'ఉన్నది', 'ఆడి', 'కారు', 'మరియు', '2', 'వ', 'కారు', 'కి', 'బంపర్', 'లెధు', 'కాని', 'ఇద్దు', 'ఉన్నది', 'ఆడి', 'కారు', 'బెంజ్', 'అయింది']"
మీడియా ముండు ఎండుకు పేట్టల్లెడు... అసలు నిజాంగనే చెసారాను అరెస్టు చేశారు,0,,"['మీడియా', 'ముండు', 'ఎండుకు', 'పేట్టల్లెడు...', 'అసలు', 'నిజాంగనే', 'చెసారాను', 'అరెస్టు', 'చేశారు']"
చిన్న మేజర్ అని కధు మైండ్ సెట్ ముఖ్యమైనది.. మేజర్ ఇది ఎమినా చయాచా.. మొదటి పాత్ర ఇది.,0,,"['చిన్న', 'మేజర్', 'అని', 'కధు', 'మైండ్', 'సెట్', 'ముఖ్యమైనది..', 'మేజర్', 'ఇది', 'ఎమినా', 'చయాచా..', 'మొదటి', 'పాత్ర', 'ఇది.']"
"మొదట ఆ అమ్మాయి కుటుంబం యొక్క భద్రత ఇవ్వాండి.., రాత్రి రాత్రి ఎమైనా జరాగోచు...",0,,"['మొదట', 'ఆ', 'అమ్మాయి', 'కుటుంబం', 'యొక్క', 'భద్రత', 'ఇవ్వాండి..,', 'రాత్రి', 'రాత్రి', 'ఎమైనా', 'జరాగోచు...']"
ధోని తన కెరీర్ ప్రారంభం నుండి గొప్ప కెప్టెన్సీలో ఉన్నాడు మరియు అతను ఫామ్లో ఉన్నప్పుడు 3 ఐసీసీ కప్లను గెలుచుకున్నాడు.,0,,"['ధోని', 'తన', 'కెరీర్', 'ప్రారంభం', 'నుండి', 'గొప్ప', 'కెప్టెన్సీలో', 'ఉన్నాడు', 'మరియు', 'అతను', 'ఫామ్లో', 'ఉన్నప్పుడు', '3', 'ఐసీసీ', 'కప్లను', 'గెలుచుకున్నాడు.']"
ఎక్కడైనా రాజు. ఒక్కడే మరియు ఒక్కడే రాజైన కోహలీ,0,,"['ఎక్కడైనా', 'రాజు.', 'ఒక్కడే', 'మరియు', 'ఒక్కడే', 'రాజైన', 'కోహలీ']"
ROGHT కింగ్.. కింగ్ ROGHT సూపర్ రైట్ ఇప్పుడు కింగ్ ఆఫ్ ఇండియా ROGHT,0,,"['ROGHT', 'కింగ్..', 'కింగ్', 'ROGHT', 'సూపర్', 'రైట్', 'ఇప్పుడు', 'కింగ్', 'ఆఫ్', 'ఇండియా', 'ROGHT']"
"భవిష్యత్ ప్రపంచ కప్ ని డ్రస్టి లో పెటుకోని బిసిసిఐ రోహిత్ ని కెప్టెన్ గా చెస్ సిండీని ఎంచుకోండి, కోహ్లి లో గోప్పా కెప్టెన్ కని ఓక్కా సారీ కుడా ఐసిసి కప్ జెలవలెకాపోవదం వల్ల రోహిత్ కి ఛాన్స్ ఎచిందీ.",0,,"['భవిష్యత్', 'ప్రపంచ', 'కప్', 'ని', 'డ్రస్టి', 'లో', 'పెటుకోని', 'బిసిసిఐ', 'రోహిత్', 'ని', 'కెప్టెన్', 'గా', 'చెస్', 'సిండీని', 'ఎంచుకోండి,', 'కోహ్లి', 'లో', 'గోప్పా', 'కెప్టెన్', 'కని', 'ఓక్కా', 'సారీ', 'కుడా', 'ఐసిసి', 'కప్', 'జెలవలెకాపోవదం', 'వల్ల', 'రోహిత్', 'కి', 'ఛాన్స్', 'ఎచిందీ.']"
"ముండు ఆ సూక్ష్మచిత్రం ఇది, దయచేసి ఆటగాళ్లను గౌరవించండి",0,,"['ముండు', 'ఆ', 'సూక్ష్మచిత్రం', 'ఇది,', 'దయచేసి', 'ఆటగాళ్లను', 'గౌరవించండి']"
ఇండియా కి ఎన్నొ మ్యాచ్ లు జెలిపిన్చాడు,0,,"['ఇండియా', 'కి', 'ఎన్నొ', 'మ్యాచ్', 'లు', 'జెలిపిన్చాడు']"
"యాంకర్ తల్లి, దయచేసి పెద్దలను గౌరవించండి. కా పాల్ మీ కంటే చాలా పెద్దది కావచ్చు.",0,,"['యాంకర్', 'తల్లి,', 'దయచేసి', 'పెద్దలను', 'గౌరవించండి.', 'కా', 'పాల్', 'మీ', 'కంటే', 'చాలా', 'పెద్దది', 'కావచ్చు.']"
కొహిలి లాంటి ప్లేయర్ ఇండియా కి డోరికినా గ్రేట్ ప్లేయర్,0,,"['కొహిలి', 'లాంటి', 'ప్లేయర్', 'ఇండియా', 'కి', 'డోరికినా', 'గ్రేట్', 'ప్లేయర్']"
విరాట్ వర్సెస్ రోహిత్ యెండి బేయ్.. వల్లూ బాగనే ఉన్నారు.. మీరూ పెంటా కిట్టికండి ట్రిప్ కోసం.,0,,"['విరాట్', 'వర్సెస్', 'రోహిత్', 'యెండి', 'బేయ్..', 'వల్లూ', 'బాగనే', 'ఉన్నారు..', 'మీరూ', 'పెంటా', 'కిట్టికండి', 'ట్రిప్', 'కోసం.']"
ఈడే అంతా నకిలీ వార్తలు,0,,"['ఈడే', 'అంతా', 'నకిలీ', 'వార్తలు']"
నిక్కు చెప్పడ కొహిలి ఒక రోజు అదాను అని,0,,"['నిక్కు', 'చెప్పడ', 'కొహిలి', 'ఒక', 'రోజు', 'అదాను', 'అని']"
"ఇలా చేస్తే దేశానికి విలువ లభిస్తుంది, దేశానికి విలువ రాకపోతే.",0,,"['ఇలా', 'చేస్తే', 'దేశానికి', 'విలువ', 'లభిస్తుంది,', 'దేశానికి', 'విలువ', 'రాకపోతే.']"
కోల్ క్యారియర్ నీ తొక్కలాని చుస్తున్నారు ఎవారూ,0,,"['కోల్', 'క్యారియర్', 'నీ', 'తొక్కలాని', 'చుస్తున్నారు', 'ఎవారూ']"
విరాట్ కోహ్లి తోపు దమ్ముంటే అప్పు... కింగ్ ఎల్లప్పుడూ కింగ్,0,,"['విరాట్', 'కోహ్లి', 'తోపు', 'దమ్ముంటే', 'అప్పు...', 'కింగ్', 'ఎల్లప్పుడూ', 'కింగ్']"
........................................................................................................................................................................................................,0,,['........................................................................................................................................................................................................']
జై కోమటిరెడ్డి రాజగోపాల్ రెడ్డి,0,,"['జై', 'కోమటిరెడ్డి', 'రాజగోపాల్', 'రెడ్డి']"
జగన్ కార్పొరేట్ కి పనికి రాడు వేస్ట్ ఫెలో,0,,"['జగన్', 'కార్పొరేట్', 'కి', 'పనికి', 'రాడు', 'వేస్ట్', 'ఫెలో']"
"ఇప్పుడు, నిర్మాణాలు పడిపోతే, అవి పడిపోతాయి.",0,,"['ఇప్పుడు,', 'నిర్మాణాలు', 'పడిపోతే,', 'అవి', 'పడిపోతాయి.']"
ప్రస్తుత సంక్షోభంలో మీరు ఎంత సంపాదిస్తున్నారో ఒక దశలో ఒక అడుగు వేస్తానని రేవంత్రెడ్డి గారు మీకు నేర్పుతారు.,0,,"['ప్రస్తుత', 'సంక్షోభంలో', 'మీరు', 'ఎంత', 'సంపాదిస్తున్నారో', 'ఒక', 'దశలో', 'ఒక', 'అడుగు', 'వేస్తానని', 'రేవంత్రెడ్డి', 'గారు', 'మీకు', 'నేర్పుతారు.']"
అన్నా నువ్వూ గోప యోధుదివి. ఎంథా మంధనైనా ఎదురిస్తావ్. గ్రేట్ అన్నా,0,,"['అన్నా', 'నువ్వూ', 'గోప', 'యోధుదివి.', 'ఎంథా', 'మంధనైనా', 'ఎదురిస్తావ్.', 'గ్రేట్', 'అన్నా']"
"మీరు తెలంగాణలో ఉన్నప్పుడు, ఈ విషయాలు ఎందుకు జరుగుతున్నాయో మీరు వెంటనే తెలుసుకోవలసిన వాటిని సోనియా గాంధీ మీకు వివరించారు.",0,,"['మీరు', 'తెలంగాణలో', 'ఉన్నప్పుడు,', 'ఈ', 'విషయాలు', 'ఎందుకు', 'జరుగుతున్నాయో', 'మీరు', 'వెంటనే', 'తెలుసుకోవలసిన', 'వాటిని', 'సోనియా', 'గాంధీ', 'మీకు', 'వివరించారు.']"
"మల్లారెడ్డి సిరియస్ అయితే, బ్రహ్మ నందం సిరియస్ అయితే ఎంత కామెడీ ఉంటుంది.",0,,"['మల్లారెడ్డి', 'సిరియస్', 'అయితే,', 'బ్రహ్మ', 'నందం', 'సిరియస్', 'అయితే', 'ఎంత', 'కామెడీ', 'ఉంటుంది.']"
"నేను చాలా చెడ్డవాడిని అని చాలా మంది అనుకుంటారు, కానీ నేను జోకర్ గురించి చాలా గర్వపడుతున్నాను.",0,,"['నేను', 'చాలా', 'చెడ్డవాడిని', 'అని', 'చాలా', 'మంది', 'అనుకుంటారు,', 'కానీ', 'నేను', 'జోకర్', 'గురించి', 'చాలా', 'గర్వపడుతున్నాను.']"
మన చరిత్రలో చరిత్ర ప్రారంభమైనప్పటి నుండి ఎంత మంది ప్రాణాలు కోల్పోయారు?,0,,"['మన', 'చరిత్రలో', 'చరిత్ర', 'ప్రారంభమైనప్పటి', 'నుండి', 'ఎంత', 'మంది', 'ప్రాణాలు', 'కోల్పోయారు?']"
"అన్నింటిలో మొదటిది, రాజ్షాహీని కవర్ చేసిన తర్వాత, మీరు దేశంలోని ఇతర ప్రాంతాలకు ప్రయాణించాల్సి ఉంటుంది.",0,,"['అన్నింటిలో', 'మొదటిది,', 'రాజ్షాహీని', 'కవర్', 'చేసిన', 'తర్వాత,', 'మీరు', 'దేశంలోని', 'ఇతర', 'ప్రాంతాలకు', 'ప్రయాణించాల్సి', 'ఉంటుంది.']"
చెట్టా మీడియా పడే పదం పెరువ్టిస్టుండి.. అడే మన స్టేట్స్ లో తియాగలడా.. ఒక రెండూ సామాజిక వరగం నుండే సెం. మీ. అవ్తున్నారు.. మారి చేయగలరా లెడు.,0,,"['చెట్టా', 'మీడియా', 'పడే', 'పదం', 'పెరువ్టిస్టుండి..', 'అడే', 'మన', 'స్టేట్స్', 'లో', 'తియాగలడా..', 'ఒక', 'రెండూ', 'సామాజిక', 'వరగం', 'నుండే', 'సెం.', 'మీ.', 'అవ్తున్నారు..', 'మారి', 'చేయగలరా', 'లెడు.']"
ఒక గ్రామానికి మంత్రి పదవిని నేను ఎలా పొందగలను?,0,,"['ఒక', 'గ్రామానికి', 'మంత్రి', 'పదవిని', 'నేను', 'ఎలా', 'పొందగలను?']"
"మనం ఎన్నిసార్లు కళాశాలలు నడిచాము, ఎన్నిసార్లు కళాశాలలు, లెక్చరర్లు, పాఠశాలలు మొదలైనవి చూశాము.",0,,"['మనం', 'ఎన్నిసార్లు', 'కళాశాలలు', 'నడిచాము,', 'ఎన్నిసార్లు', 'కళాశాలలు,', 'లెక్చరర్లు,', 'పాఠశాలలు', 'మొదలైనవి', 'చూశాము.']"
ఇది రెండు దేశాల మధ్య యుద్ధం! ఇది చూడండి.,0,,"['ఇది', 'రెండు', 'దేశాల', 'మధ్య', 'యుద్ధం!', 'ఇది', 'చూడండి.']"
ఇది నిజంగా మనస్సు నుండి బయటకు వచ్చే ఏకైక విషయం.,0,,"['ఇది', 'నిజంగా', 'మనస్సు', 'నుండి', 'బయటకు', 'వచ్చే', 'ఏకైక', 'విషయం.']"
మనం విశ్వం గురించి మొదటిసారి మరియు చివరిసారిగా మాట్లాడాము.,0,,"['మనం', 'విశ్వం', 'గురించి', 'మొదటిసారి', 'మరియు', 'చివరిసారిగా', 'మాట్లాడాము.']"
మీకు ఎందుకు తెలియకపోతే మరియు మీకు తెలియకపోతే ఈ విషయం యొక్క నిజమైన నిజం ఏమిటి.,0,,"['మీకు', 'ఎందుకు', 'తెలియకపోతే', 'మరియు', 'మీకు', 'తెలియకపోతే', 'ఈ', 'విషయం', 'యొక్క', 'నిజమైన', 'నిజం', 'ఏమిటి.']"
మోహన్ బాబుకు జగ్మోహన్ రెడ్డి ఏమన్నారు?,0,,"['మోహన్', 'బాబుకు', 'జగ్మోహన్', 'రెడ్డి', 'ఏమన్నారు?']"
అన్నా క్రియేటివిటీ కి సూపర్. అన్నా. ఏకదావో. వేతికే మారి. పేట్టావు. నువ్వుతోపు,0,,"['అన్నా', 'క్రియేటివిటీ', 'కి', 'సూపర్.', 'అన్నా.', 'ఏకదావో.', 'వేతికే', 'మారి.', 'పేట్టావు.', 'నువ్వుతోపు']"
లాగర్ మార్కెట్లో కనీసం లక్ష పట్టిన్ సగటు ఉంది.,0,,"['లాగర్', 'మార్కెట్లో', 'కనీసం', 'లక్ష', 'పట్టిన్', 'సగటు', 'ఉంది.']"
"ఈ సమయంలో, మీకు ఆస్కార్ అవార్డు గెలుచుకున్న సినిమాలు చూపబడతాయి మరియు అవి ఏమిటో, అవి ప్రాచుర్యం పొందాయో లేదో, అవి సినిమాలుగా తయారయ్యాయో లేదో, లేదా అవి గత దశాబ్దం నుండి పుస్తకాలుగా తయారయ్యాయో లేదో కూడా మీకు తెలుస్తుంది.",0,,"['ఈ', 'సమయంలో,', 'మీకు', 'ఆస్కార్', 'అవార్డు', 'గెలుచుకున్న', 'సినిమాలు', 'చూపబడతాయి', 'మరియు', 'అవి', 'ఏమిటో,', 'అవి', 'ప్రాచుర్యం', 'పొందాయో', 'లేదో,', 'అవి', 'సినిమాలుగా', 'తయారయ్యాయో', 'లేదో,', 'లేదా', 'అవి', 'గత', 'దశాబ్దం', 'నుండి', 'పుస్తకాలుగా', 'తయారయ్యాయో', 'లేదో', 'కూడా', 'మీకు', 'తెలుస్తుంది.']"
"మనం వి. జె గురించి మాట్లాడితే అప్పుడు ప్రతిస్పందన ఉంటుంది, లేకపోతే అది సాధ్యం కాదు ఆంటీ.......................................................................................................................................................................................",0,,"['మనం', 'వి.', 'జె', 'గురించి', 'మాట్లాడితే', 'అప్పుడు', 'ప్రతిస్పందన', 'ఉంటుంది,', 'లేకపోతే', 'అది', 'సాధ్యం', 'కాదు', 'ఆంటీ.......................................................................................................................................................................................']"
"ఉదాహరణకు, స్ఫూర్తి వలె... ప్రేరణ వలె... మన టాలీవుడ్లో చాలా మంది దర్శకులు ఉన్నారు... కానీ దాని గురించి ఎవరికీ తెలియదు.",0,,"['ఉదాహరణకు,', 'స్ఫూర్తి', 'వలె...', 'ప్రేరణ', 'వలె...', 'మన', 'టాలీవుడ్లో', 'చాలా', 'మంది', 'దర్శకులు', 'ఉన్నారు...', 'కానీ', 'దాని', 'గురించి', 'ఎవరికీ', 'తెలియదు.']"
ఈ సినిమా తప్పకుండా మంచి విజయం సాధిస్తుందనే నమ్మకంతో ఉన్నాం.,0,,"['ఈ', 'సినిమా', 'తప్పకుండా', 'మంచి', 'విజయం', 'సాధిస్తుందనే', 'నమ్మకంతో', 'ఉన్నాం.']"
"కాబట్టి, నేను తప్పనిసరిగా అదే కళాశాలలో ఉన్నాను కాబట్టి నేను మీ సీనియర్ కాదు.",0,,"['కాబట్టి,', 'నేను', 'తప్పనిసరిగా', 'అదే', 'కళాశాలలో', 'ఉన్నాను', 'కాబట్టి', 'నేను', 'మీ', 'సీనియర్', 'కాదు.']"
ఆరే మేరు పురుగుల్లు పట్టి పొటారు రా మా వి. డి. అన్నా మద్దతు చేయంది,0,,"['ఆరే', 'మేరు', 'పురుగుల్లు', 'పట్టి', 'పొటారు', 'రా', 'మా', 'వి.', 'డి.', 'అన్నా', 'మద్దతు', 'చేయంది']"
"ఎన్. టి. ఎ. బ్రెయిన్వాష్డ్ గొర్రెలు చెస్ట్హున్నారు, ఇన్కో వర్గమ్ ఎంటి యాంటె బి. జె. పి. బాట్స్ ఎస్. ఎస్. ఆర్. ఇన్ఫ్లుయెన్సర్స్ గా మారి యువతా ని థప్పు తోవ్వ పట్టిస్తున్నారు ఎ",0,,"['ఎన్.', 'టి.', 'ఎ.', 'బ్రెయిన్వాష్డ్', 'గొర్రెలు', 'చెస్ట్హున్నారు,', 'ఇన్కో', 'వర్గమ్', 'ఎంటి', 'యాంటె', 'బి.', 'జె.', 'పి.', 'బాట్స్', 'ఎస్.', 'ఎస్.', 'ఆర్.', 'ఇన్ఫ్లుయెన్సర్స్', 'గా', 'మారి', 'యువతా', 'ని', 'థప్పు', 'తోవ్వ', 'పట్టిస్తున్నారు', 'ఎ']"
"ఇంకో రెండూ పదిహే, ఆ మిగతా దులా తీర్పోడి ఉదయ్ కిరణ్ 2",0,,"['ఇంకో', 'రెండూ', 'పదిహే,', 'ఆ', 'మిగతా', 'దులా', 'తీర్పోడి', 'ఉదయ్', 'కిరణ్', '2']"
వి. డి. మంచి నటుడు కాని కొంచెమ్ మంచి గా మాట్లాడైట్ అందారికి నాచుతుండి మరియు మీ వి. డి. ఇంకా ప్రసిద్ధ హీరో అవ్వోచు కడ.,0,,"['వి.', 'డి.', 'మంచి', 'నటుడు', 'కాని', 'కొంచెమ్', 'మంచి', 'గా', 'మాట్లాడైట్', 'అందారికి', 'నాచుతుండి', 'మరియు', 'మీ', 'వి.', 'డి.', 'ఇంకా', 'ప్రసిద్ధ', 'హీరో', 'అవ్వోచు', 'కడ.']"
పోరపటున సినిమా బాగలేడు జనాలు రాలెడు పూర్వ పారిస్టితి విజయ్ః ఇంట్లో పడుకోవల్సిండే,0,,"['పోరపటున', 'సినిమా', 'బాగలేడు', 'జనాలు', 'రాలెడు', 'పూర్వ', 'పారిస్టితి', 'విజయ్ః', 'ఇంట్లో', 'పడుకోవల్సిండే']"
